%  Acceleration     Cylinders      Displacement     Horsepower          MPG           Weight 
   1.8600000e+01   4.0000000e+00   8.5000000e+01   7.0000000e+01   3.9400000e+01   2.0700000e+03
   1.6400000e+01   4.0000000e+00   9.1000000e+01   6.0000000e+01   3.6100000e+01   1.8000000e+03
   1.5500000e+01   8.0000000e+00   2.6000000e+02   1.1000000e+02   1.9900000e+01   3.3650000e+03
   1.3200000e+01   8.0000000e+00   3.1800000e+02   1.4000000e+02   1.9400000e+01   3.7350000e+03
   1.2800000e+01   8.0000000e+00   3.0200000e+02   1.3900000e+02   2.0200000e+01   3.5700000e+03
   1.9200000e+01   6.0000000e+00   2.3100000e+02   1.0500000e+02   1.9200000e+01   3.5350000e+03
   1.8200000e+01   6.0000000e+00   2.0000000e+02   9.5000000e+01   2.0500000e+01   3.1550000e+03
   1.5800000e+01   6.0000000e+00   2.0000000e+02   8.5000000e+01   2.0200000e+01   2.9650000e+03
   1.5400000e+01   4.0000000e+00   1.4000000e+02   8.8000000e+01   2.5100000e+01   2.7200000e+03
   1.7200000e+01   6.0000000e+00   2.2500000e+02   1.0000000e+02   2.0500000e+01   3.4300000e+03
   1.7200000e+01   6.0000000e+00   2.3200000e+02   9.0000000e+01   1.9400000e+01   3.2100000e+03
   1.5800000e+01   6.0000000e+00   2.3100000e+02   1.0500000e+02   2.0600000e+01   3.3800000e+03
   1.6700000e+01   6.0000000e+00   2.0000000e+02   8.5000000e+01   2.0800000e+01   3.0700000e+03
   1.8700000e+01   6.0000000e+00   2.2500000e+02   1.1000000e+02   1.8600000e+01   3.6200000e+03
   1.5100000e+01   6.0000000e+00   2.5800000e+02   1.2000000e+02   1.8100000e+01   3.4100000e+03
   1.3200000e+01   8.0000000e+00   3.0500000e+02   1.4500000e+02   1.9200000e+01   3.4250000e+03
   1.3400000e+01   6.0000000e+00   2.3100000e+02   1.6500000e+02   1.7700000e+01   3.4450000e+03
   1.1200000e+01   8.0000000e+00   3.0200000e+02   1.3900000e+02   1.8100000e+01   3.2050000e+03
   1.3700000e+01   8.0000000e+00   3.1800000e+02   1.4000000e+02   1.7500000e+01   4.0800000e+03
   1.6500000e+01   4.0000000e+00   9.8000000e+01   6.8000000e+01   3.0000000e+01   2.1550000e+03
   1.4200000e+01   4.0000000e+00   1.3400000e+02   9.5000000e+01   2.7500000e+01   2.5600000e+03
   1.4700000e+01   4.0000000e+00   1.1900000e+02   9.7000000e+01   2.7200000e+01   2.3000000e+03
   1.4500000e+01   4.0000000e+00   1.0500000e+02   7.5000000e+01   3.0900000e+01   2.2300000e+03
   1.4800000e+01   4.0000000e+00   1.3400000e+02   9.5000000e+01   2.1100000e+01   2.5150000e+03
   1.6700000e+01   4.0000000e+00   1.5600000e+02   1.0500000e+02   2.3200000e+01   2.7450000e+03
   1.7600000e+01   4.0000000e+00   1.5100000e+02   8.5000000e+01   2.3800000e+01   2.8550000e+03
   1.4900000e+01   4.0000000e+00   1.1900000e+02   9.7000000e+01   2.3900000e+01   2.4050000e+03
   1.5900000e+01   5.0000000e+00   1.3100000e+02   1.0300000e+02   2.0300000e+01   2.8300000e+03
   1.3600000e+01   6.0000000e+00   1.6300000e+02   1.2500000e+02   1.7000000e+01   3.1400000e+03
   1.5700000e+01   4.0000000e+00   1.2100000e+02   1.1500000e+02   2.1600000e+01   2.7950000e+03
   1.5800000e+01   6.0000000e+00   1.6300000e+02   1.3300000e+02   1.6200000e+01   3.4100000e+03
   1.4900000e+01   4.0000000e+00   8.9000000e+01   7.1000000e+01   3.1500000e+01   1.9900000e+03
   1.6600000e+01   4.0000000e+00   9.8000000e+01   6.8000000e+01   2.9500000e+01   2.1350000e+03
   1.5400000e+01   6.0000000e+00   2.3100000e+02   1.1500000e+02   2.1500000e+01   3.2450000e+03
   1.8200000e+01   6.0000000e+00   2.0000000e+02   8.5000000e+01   1.9800000e+01   2.9900000e+03
   1.7300000e+01   4.0000000e+00   1.4000000e+02   8.8000000e+01   2.2300000e+01   2.8900000e+03
   1.8200000e+01   6.0000000e+00   2.3200000e+02   9.0000000e+01   2.0200000e+01   3.2650000e+03
   1.6600000e+01   6.0000000e+00   2.2500000e+02   1.1000000e+02   2.0600000e+01   3.3600000e+03
   1.5400000e+01   8.0000000e+00   3.0500000e+02   1.3000000e+02   1.7000000e+01   3.8400000e+03
   1.3400000e+01   8.0000000e+00   3.0200000e+02   1.2900000e+02   1.7600000e+01   3.7250000e+03
   1.3200000e+01   8.0000000e+00   3.5100000e+02   1.3800000e+02   1.6500000e+01   3.9550000e+03
   1.5200000e+01   8.0000000e+00   3.1800000e+02   1.3500000e+02   1.8200000e+01   3.8300000e+03
   1.4900000e+01   8.0000000e+00   3.5000000e+02   1.5500000e+02   1.6900000e+01   4.3600000e+03
   1.4300000e+01   8.0000000e+00   3.5100000e+02   1.4200000e+02   1.5500000e+01   4.0540000e+03
   1.5000000e+01   8.0000000e+00   2.6700000e+02   1.2500000e+02   1.9200000e+01   3.6050000e+03
   1.3000000e+01   8.0000000e+00   3.6000000e+02   1.5000000e+02   1.8500000e+01   3.9400000e+03
   1.4000000e+01   4.0000000e+00   8.9000000e+01   7.1000000e+01   3.1900000e+01   1.9250000e+03
   1.5200000e+01   4.0000000e+00   8.6000000e+01   6.5000000e+01   3.4100000e+01   1.9750000e+03
   1.4400000e+01   4.0000000e+00   9.8000000e+01   8.0000000e+01   3.5700000e+01   1.9150000e+03
   1.5000000e+01   4.0000000e+00   1.2100000e+02   8.0000000e+01   2.7400000e+01   2.6700000e+03
   2.0100000e+01   5.0000000e+00   1.8300000e+02   7.7000000e+01   2.5400000e+01   3.5300000e+03
   1.7400000e+01   8.0000000e+00   3.5000000e+02   1.2500000e+02   2.3000000e+01   3.9000000e+03
   2.4800000e+01   4.0000000e+00   1.4100000e+02   7.1000000e+01   2.7200000e+01   3.1900000e+03
   2.2200000e+01   8.0000000e+00   2.6000000e+02   9.0000000e+01   2.3900000e+01   3.4200000e+03
   1.3200000e+01   4.0000000e+00   1.0500000e+02   7.0000000e+01   3.4200000e+01   2.2000000e+03
   1.4900000e+01   4.0000000e+00   1.0500000e+02   7.0000000e+01   3.4500000e+01   2.1500000e+03
   1.9200000e+01   4.0000000e+00   8.5000000e+01   6.5000000e+01   3.1800000e+01   2.0200000e+03
   1.4700000e+01   4.0000000e+00   9.1000000e+01   6.9000000e+01   3.7300000e+01   2.1300000e+03
   1.6000000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   2.8400000e+01   2.6700000e+03
   1.1300000e+01   6.0000000e+00   1.7300000e+02   1.1500000e+02   2.8800000e+01   2.5950000e+03
   1.2900000e+01   6.0000000e+00   1.7300000e+02   1.1500000e+02   2.6800000e+01   2.7000000e+03
   1.3200000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   3.3500000e+01   2.5560000e+03
   1.4700000e+01   4.0000000e+00   9.8000000e+01   7.6000000e+01   4.1500000e+01   2.1440000e+03
   1.8800000e+01   4.0000000e+00   8.9000000e+01   6.0000000e+01   3.8100000e+01   1.9680000e+03
   1.5500000e+01   4.0000000e+00   9.8000000e+01   7.0000000e+01   3.2100000e+01   2.1200000e+03
   1.6400000e+01   4.0000000e+00   8.6000000e+01   6.5000000e+01   3.7200000e+01   2.0190000e+03
   1.6500000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   2.8000000e+01   2.6780000e+03
   1.8100000e+01   4.0000000e+00   1.4000000e+02   8.8000000e+01   2.6400000e+01   2.8700000e+03
   2.0100000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   2.4300000e+01   3.0030000e+03
   1.8700000e+01   6.0000000e+00   2.2500000e+02   9.0000000e+01   1.9100000e+01   3.3810000e+03
   1.5800000e+01   4.0000000e+00   9.7000000e+01   7.8000000e+01   3.4300000e+01   2.1880000e+03
   1.5500000e+01   4.0000000e+00   1.3400000e+02   9.0000000e+01   2.9800000e+01   2.7110000e+03
   1.7500000e+01   4.0000000e+00   1.2000000e+02   7.5000000e+01   3.1300000e+01   2.5420000e+03
   1.5000000e+01   4.0000000e+00   1.1900000e+02   9.2000000e+01   3.7000000e+01   2.4340000e+03
   1.5200000e+01   4.0000000e+00   1.0800000e+02   7.5000000e+01   3.2200000e+01   2.2650000e+03
   1.7900000e+01   4.0000000e+00   8.6000000e+01   6.5000000e+01   4.6600000e+01   2.1100000e+03
   1.4400000e+01   4.0000000e+00   1.5600000e+02   1.0500000e+02   2.7900000e+01   2.8000000e+03
   1.9200000e+01   4.0000000e+00   8.5000000e+01   6.5000000e+01   4.0800000e+01   2.1100000e+03
   2.1700000e+01   4.0000000e+00   9.0000000e+01   4.8000000e+01   4.4300000e+01   2.0850000e+03
   2.3700000e+01   4.0000000e+00   9.0000000e+01   4.8000000e+01   4.3400000e+01   2.3350000e+03
   1.9900000e+01   5.0000000e+00   1.2100000e+02   6.7000000e+01   3.6400000e+01   2.9500000e+03
   2.1800000e+01   4.0000000e+00   1.4600000e+02   6.7000000e+01   3.0000000e+01   3.2500000e+03
   1.3800000e+01   4.0000000e+00   9.1000000e+01   6.7000000e+01   4.4600000e+01   1.8500000e+03
   1.7300000e+01   4.0000000e+00   8.5000000e+01             NaN   4.0900000e+01   1.8350000e+03
   1.8000000e+01   4.0000000e+00   9.7000000e+01   6.7000000e+01   3.3800000e+01   2.1450000e+03
   1.5300000e+01   4.0000000e+00   8.9000000e+01   6.2000000e+01   2.9800000e+01   1.8450000e+03
   1.1400000e+01   6.0000000e+00   1.6800000e+02   1.3200000e+02   3.2700000e+01   2.9100000e+03
   1.2500000e+01   3.0000000e+00   7.0000000e+01   1.0000000e+02   2.3700000e+01   2.4200000e+03
   1.5100000e+01   4.0000000e+00   1.2200000e+02   8.8000000e+01   3.5000000e+01   2.5000000e+03
   1.4300000e+01   4.0000000e+00   1.4000000e+02             NaN   2.3600000e+01   2.9050000e+03
   1.7000000e+01   4.0000000e+00   1.0700000e+02   7.2000000e+01   3.2400000e+01   2.2900000e+03
   1.5700000e+01   4.0000000e+00   1.3500000e+02   8.4000000e+01   2.7200000e+01   2.4900000e+03
   1.6400000e+01   4.0000000e+00   1.5100000e+02   8.4000000e+01   2.6600000e+01   2.6350000e+03
   1.4400000e+01   4.0000000e+00   1.5600000e+02   9.2000000e+01   2.5800000e+01   2.6200000e+03
   1.2600000e+01   6.0000000e+00   1.7300000e+02   1.1000000e+02   2.3500000e+01   2.7250000e+03
   1.2900000e+01   4.0000000e+00   1.3500000e+02   8.4000000e+01   3.0000000e+01   2.3850000e+03
   1.6900000e+01   4.0000000e+00   7.9000000e+01   5.8000000e+01   3.9100000e+01   1.7550000e+03
   1.6400000e+01   4.0000000e+00   8.6000000e+01   6.4000000e+01   3.9000000e+01   1.8750000e+03
   1.6100000e+01   4.0000000e+00   8.1000000e+01   6.0000000e+01   3.5100000e+01   1.7600000e+03
   1.7800000e+01   4.0000000e+00   9.7000000e+01   6.7000000e+01   3.2300000e+01   2.0650000e+03
   1.9400000e+01   4.0000000e+00   8.5000000e+01   6.5000000e+01   3.7000000e+01   1.9750000e+03
   1.7300000e+01   4.0000000e+00   8.9000000e+01   6.2000000e+01   3.7700000e+01   2.0500000e+03
   1.6000000e+01   4.0000000e+00   9.1000000e+01   6.8000000e+01   3.4100000e+01   1.9850000e+03
   1.4900000e+01   4.0000000e+00   1.0500000e+02   6.3000000e+01   3.4700000e+01   2.2150000e+03
   1.6200000e+01   4.0000000e+00   9.8000000e+01   6.5000000e+01   3.4400000e+01   2.0450000e+03
   2.0700000e+01   4.0000000e+00   9.8000000e+01   6.5000000e+01   2.9900000e+01   2.3800000e+03
   1.4200000e+01   4.0000000e+00   1.0500000e+02   7.4000000e+01   3.3000000e+01   2.1900000e+03
   1.5800000e+01   4.0000000e+00   1.0000000e+02             NaN   3.4500000e+01   2.3200000e+03
   1.4400000e+01   4.0000000e+00   1.0700000e+02   7.5000000e+01   3.3700000e+01   2.2100000e+03
   1.6800000e+01   4.0000000e+00   1.0800000e+02   7.5000000e+01   3.2400000e+01   2.3500000e+03
   1.4800000e+01   4.0000000e+00   1.1900000e+02   1.0000000e+02   3.2900000e+01   2.6150000e+03
   1.8300000e+01   4.0000000e+00   1.2000000e+02   7.4000000e+01   3.1600000e+01   2.6350000e+03
   2.0400000e+01   4.0000000e+00   1.4100000e+02   8.0000000e+01   2.8100000e+01   3.2300000e+03
   1.5400000e+01   4.0000000e+00   1.2100000e+02   1.1000000e+02             NaN   2.8000000e+03
   1.9600000e+01   6.0000000e+00   1.4500000e+02   7.6000000e+01   3.0700000e+01   3.1600000e+03
   1.2600000e+01   6.0000000e+00   1.6800000e+02   1.1600000e+02   2.5400000e+01   2.9000000e+03
   1.3800000e+01   6.0000000e+00   1.4600000e+02   1.2000000e+02   2.4200000e+01   2.9300000e+03
   1.5800000e+01   6.0000000e+00   2.3100000e+02   1.1000000e+02   2.2400000e+01   3.4150000e+03
   1.9000000e+01   8.0000000e+00   3.5000000e+02   1.0500000e+02   2.6600000e+01   3.7250000e+03
   1.7100000e+01   6.0000000e+00   2.0000000e+02   8.8000000e+01   2.0200000e+01   3.0600000e+03
   1.6600000e+01   6.0000000e+00   2.2500000e+02   8.5000000e+01   1.7600000e+01   3.4650000e+03
   1.9600000e+01   4.0000000e+00   1.1200000e+02   8.8000000e+01   2.8000000e+01   2.6050000e+03
   1.8600000e+01   4.0000000e+00   1.1200000e+02   8.8000000e+01   2.7000000e+01   2.6400000e+03
   1.8000000e+01   4.0000000e+00   1.1200000e+02   8.8000000e+01   3.4000000e+01   2.3950000e+03
   1.6200000e+01   4.0000000e+00   1.1200000e+02   8.5000000e+01   3.1000000e+01   2.5750000e+03
   1.6000000e+01   4.0000000e+00   1.3500000e+02   8.4000000e+01   2.9000000e+01   2.5250000e+03
   1.8000000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   2.7000000e+01   2.7350000e+03
   1.6400000e+01   4.0000000e+00   1.4000000e+02   9.2000000e+01   2.4000000e+01   2.8650000e+03
   2.0500000e+01   4.0000000e+00   1.5100000e+02             NaN   2.3000000e+01   3.0350000e+03
   1.5300000e+01   4.0000000e+00   1.0500000e+02   7.4000000e+01   3.6000000e+01   1.9800000e+03
   1.8200000e+01   4.0000000e+00   9.1000000e+01   6.8000000e+01   3.7000000e+01   2.0250000e+03
   1.7600000e+01   4.0000000e+00   9.1000000e+01   6.8000000e+01   3.1000000e+01   1.9700000e+03
   1.4700000e+01   4.0000000e+00   1.0500000e+02   6.3000000e+01   3.8000000e+01   2.1250000e+03
   1.7300000e+01   4.0000000e+00   9.8000000e+01   7.0000000e+01   3.6000000e+01   2.1250000e+03
   1.4500000e+01   4.0000000e+00   1.2000000e+02   8.8000000e+01   3.6000000e+01   2.1600000e+03
   1.4500000e+01   4.0000000e+00   1.0700000e+02   7.5000000e+01   3.6000000e+01   2.2050000e+03
   1.6900000e+01   4.0000000e+00   1.0800000e+02   7.0000000e+01   3.4000000e+01   2.2450000e+03
   1.5000000e+01   4.0000000e+00   9.1000000e+01   6.7000000e+01   3.8000000e+01   1.9650000e+03
   1.5700000e+01   4.0000000e+00   9.1000000e+01   6.7000000e+01   3.2000000e+01   1.9650000e+03
   1.6200000e+01   4.0000000e+00   9.1000000e+01   6.7000000e+01   3.8000000e+01   1.9950000e+03
   1.6400000e+01   6.0000000e+00   1.8100000e+02   1.1000000e+02   2.5000000e+01   2.9450000e+03
   1.7000000e+01   6.0000000e+00   2.6200000e+02   8.5000000e+01   3.8000000e+01   3.0150000e+03
   1.4500000e+01   4.0000000e+00   1.5600000e+02   9.2000000e+01   2.6000000e+01   2.5850000e+03
   1.4700000e+01   6.0000000e+00   2.3200000e+02   1.1200000e+02   2.2000000e+01   2.8350000e+03
   1.3900000e+01   4.0000000e+00   1.4400000e+02   9.6000000e+01   3.2000000e+01   2.6650000e+03
   1.3000000e+01   4.0000000e+00   1.3500000e+02   8.4000000e+01   3.6000000e+01   2.3700000e+03
   1.7300000e+01   4.0000000e+00   1.5100000e+02   9.0000000e+01   2.7000000e+01   2.9500000e+03
   1.5600000e+01   4.0000000e+00   1.4000000e+02   8.6000000e+01   2.7000000e+01   2.7900000e+03
   2.4600000e+01   4.0000000e+00   9.7000000e+01   5.2000000e+01   4.4000000e+01   2.1300000e+03
   1.1600000e+01   4.0000000e+00   1.3500000e+02   8.4000000e+01   3.2000000e+01   2.2950000e+03
   1.8600000e+01   4.0000000e+00   1.2000000e+02   7.9000000e+01   2.8000000e+01   2.6250000e+03
   1.9400000e+01   4.0000000e+00   1.1900000e+02   8.2000000e+01   3.1000000e+01   2.7200000e+03
